Observation.Date,Year,Species,General.Type,eBird.Group,Count,Substrate,Repeat.Observation,Sex,Breeding.Activity,Slough.Water.Elevation..ft.
10/24/2018,2018,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.6
10/24/2018,2018,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Fence,No,,,4.6
10/24/2018,2018,Brewer's Blackbird,Omnivores,Blackbirds,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Cackling Goose (Aleutian),Waterfowl & Friends,Waterfowl,1,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,2,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,2,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,2,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,2,Bare ground,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,California Towhee,Omnivores,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.6
10/24/2018,2018,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.6
10/24/2018,2018,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Chipping Sparrow,Seed & Fruit Eaters,New World Sparrows,1,,No,,,4.6
10/24/2018,2018,Cinnamon Teal,Waterfowl & Friends,Waterfowl,4,Water - Floating,No,,,4.6
10/24/2018,2018,Cinnamon Teal,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,4.6
10/24/2018,2018,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",2,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Fence,Yes,,,4.6
10/24/2018,2018,Dunlin,Shorebirds,Shorebirds,1,Mud,No,,,4.6
10/24/2018,2018,Dunlin,Shorebirds,Shorebirds,1,Mud,Yes,,,4.6
10/24/2018,2018,Eared Grebe,Waterfowl & Friends,Grebes,1,Water - Floating,No,,,4.6
10/24/2018,2018,Eurasian Collared-Dove,Seed & Fruit Eaters,Pigeons and Doves,3,Flyover,No,,,4.6
10/24/2018,2018,European Starling,Insectivores - Terrestrial,Starlings and Mynas,6,Flyover,No,,,4.6
10/24/2018,2018,European Starling,Insectivores - Terrestrial,Starlings and Mynas,18,Flyover,No,,,4.6
10/24/2018,2018,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Fence,No,,,4.6
10/24/2018,2018,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",8,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",8,Vegetation - Tree,No,,,4.6
10/24/2018,2018,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,House Wren,Insectivores - Terrestrial,Wrens,1,Air,No,,,4.6
10/24/2018,2018,House Wren,Insectivores - Terrestrial,Wrens,1,,No,,,4.6
10/24/2018,2018,Killdeer,Shorebirds,Shorebirds,1,Bare ground,No,,,4.6
10/24/2018,2018,Killdeer,Shorebirds,Shorebirds,1,Bare ground,No,,,4.6
10/24/2018,2018,Killdeer,Shorebirds,Shorebirds,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Kingbird sp.,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Other,No,,,4.6
10/24/2018,2018,Kingbird sp.,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Fence,No,,,4.6
10/24/2018,2018,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Air,No,,,4.6
10/24/2018,2018,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,2,Habitat Feature - Hibernacula,No,,,4.6
10/24/2018,2018,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,2,Habitat Feature - Snag,No,,,4.6
10/24/2018,2018,Least Sandpiper,Shorebirds,Shorebirds,50,Mud,No,,,4.6
10/24/2018,2018,Least Sandpiper,Shorebirds,Shorebirds,25,Mud,Yes,,,4.6
10/24/2018,2018,Least Sandpiper,Shorebirds,Shorebirds,40,,No,,,4.6
10/24/2018,2018,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Fence,No,,,4.6
10/24/2018,2018,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Loggerhead Shrike,Raptors,Shrikes,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Loggerhead Shrike,Raptors,Shrikes,1,Vegetation - Tree,Yes,,,4.6
10/24/2018,2018,Mallard,Waterfowl & Friends,Waterfowl,4,Water - Floating,No,,,4.6
10/24/2018,2018,Mallard,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,4.6
10/24/2018,2018,Mallard,Waterfowl & Friends,Waterfowl,10,Water - Floating,No,,,4.6
10/24/2018,2018,Merlin,Raptors,Falcons and Caracaras,1,Flyover,No,,,4.6
10/24/2018,2018,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,3,Bare ground,No,,,4.6
10/24/2018,2018,Northern Flicker,Insectivores - Terrestrial,Woodpeckers,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Oak Titmouse,Insectivores - Terrestrial,"Tits, Chickadees, and Titmice",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Pectoral Sandpiper,Shorebirds,Shorebirds,1,Mud,No,,,4.6
10/24/2018,2018,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,2,Air,No,,,4.6
10/24/2018,2018,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,45,,No,,,4.6
10/24/2018,2018,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,2,Air,No,,,4.6
10/24/2018,2018,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,4.6
10/24/2018,2018,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Savannah Sparrow (Belding's),Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Hibernacula,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Snag,Yes,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.6
10/24/2018,2018,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,12,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,5,Fence,No,,,4.6
10/24/2018,2018,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,12,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,17,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Fence,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Sora,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Sora,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",1,Air,No,,,4.6
10/24/2018,2018,Western Bluebird,Insectivores - Terrestrial,Thrushes,2,Flyover,No,,,4.6
10/24/2018,2018,Western Bluebird,Insectivores - Terrestrial,Thrushes,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Western Bluebird,Insectivores - Terrestrial,Thrushes,2,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Western Bluebird,Insectivores - Terrestrial,Thrushes,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Western Bluebird,Insectivores - Terrestrial,Thrushes,1,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,5,,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,20,Flyover,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,5,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,2,Bare ground,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,5,Bare ground,Yes,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,15,Bare ground,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,1,Bare ground,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,7,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,5,Bare ground,No,,,4.6
10/24/2018,2018,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,5,Vegetation - Herbaceous,Yes,,,4.6
10/24/2018,2018,Western Sandpiper,Shorebirds,Shorebirds,1,Mud,No,,,4.6
10/24/2018,2018,Western Sandpiper,Shorebirds,Shorebirds,2,Mud,No,,,4.6
10/24/2018,2018,Western Sandpiper,Shorebirds,Shorebirds,3,Mud,No,,,4.6
10/24/2018,2018,White-breasted Nuthatch,Insectivores - Terrestrial,Nuthatches,1,Vegetation - Tree,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,6,Vegetation - Tree,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Bare ground,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Bare ground,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Bare ground,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,8,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,15,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,White-tailed Kite,Raptors,"Vultures, Hawks, and Allies",1,Air,No,,,4.6
10/24/2018,2018,Wilson's Snipe,Shorebirds,Shorebirds,1,Mud,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Flyover,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Bare ground,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Bare ground,Yes,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,6,Bare ground,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,9,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,8,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Tree,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.6
10/24/2018,2018,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Herbaceous,No,,,4.6
10/25/2019,2019,American Avocet,Shorebirds,Shorebirds,1,Mud,No,,,5
10/25/2019,2019,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",2,Mud,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",10,Bare ground,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",10,Vegetation - Tree,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Air/Flyover,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Vegetation - Tree,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Bridge,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Air/Flyover,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Fence,No,,,5
10/25/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",6,Vegetation - Shrub,No,,,5
10/25/2019,2019,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,2,,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5
10/25/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,5
10/25/2019,2019,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,5
10/25/2019,2019,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Hibernacula,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Fence,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Fence,No,,,5
10/25/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,5
10/25/2019,2019,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Mud,No,,,5
10/25/2019,2019,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Black-necked Stilt,Shorebirds,Shorebirds,4,Water - Wading,No,,,5
10/25/2019,2019,Black-necked Stilt,Shorebirds,Shorebirds,1,Mud,No,,,5
10/25/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,2,Vegetation - Tree,No,,,5
10/25/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,5
10/25/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,5,Vegetation - Shrub,No,,,5
10/25/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,15,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,15,Vegetation - Herbaceous,No,,,5
10/25/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,20,Vegetation - Shrub,No,,,5
10/25/2019,2019,California Towhee,Omnivores,New World Sparrows,1,,No,,,5
10/25/2019,2019,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,5
10/25/2019,2019,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,5
10/25/2019,2019,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,5
10/25/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,10,Bare ground,Yes,,,5
10/25/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,11,Water - Wading,No,,,5
10/25/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,6,Water - Floating,No,,,5
10/25/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
10/25/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5
